City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
320,Hailar,CN,49.2,119.7,41.67,27,100,11.05,overcast clouds
321,Vikulovo,RU,56.8167,70.6107,55.74,32,100,7.49,overcast clouds
322,Cayenne,GF,4.9333,-52.3333,73.44,94,0,0.0,clear sky
323,Mawlaik,MM,23.6333,94.4167,93.31,50,61,0.96,broken clouds
324,Saint Anthony,US,45.0205,-93.218,60.42,90,75,3.44,broken clouds
325,Itarema,BR,-2.9248,-39.9167,77.83,78,14,15.86,few clouds
326,Florence,IT,43.7667,11.25,64.09,95,0,1.14,clear sky
327,Dalvik,IS,65.9702,-18.5286,39.13,96,100,7.36,overcast clouds
328,Codrington,AU,-38.2667,141.9667,60.53,92,99,10.67,overcast clouds
329,Fecamp,FR,49.7579,0.3746,58.08,70,0,9.53,clear sky
330,Ginda,IN,30.6945,78.4932,74.3,52,0,5.93,clear sky
331,Voskresenskoye,RU,56.8381,45.4317,45.82,87,100,7.05,overcast clouds
332,Aguining,PH,10.0861,124.5944,85.57,71,86,4.54,overcast clouds
333,Lovozero,RU,68.005,35.0117,42.33,94,100,18.5,overcast clouds
334,Maningrida,AU,-12.0667,134.2667,87.31,62,10,12.53,clear sky
335,Bure,ET,10.7,37.0667,64.44,73,100,2.71,light rain
336,Volosovo,RU,59.4333,29.4833,50.41,91,100,11.95,overcast clouds
337,Sabang,ID,5.8933,95.3214,80.85,78,62,21.25,broken clouds
338,Anchorage,US,61.2181,-149.9003,60.85,63,0,12.66,clear sky
339,Turbat,PK,26.0023,63.044,93.9,8,0,6.67,clear sky
340,Churapcha,RU,62.0025,132.4325,28.36,71,100,4.23,overcast clouds
341,Maralal,KE,1.0968,36.698,67.87,57,100,8.84,overcast clouds
342,Kamsack,CA,51.5667,-101.9009,29.5,66,6,5.82,clear sky
343,Roseburg,US,43.2165,-123.3417,59.5,91,0,0.0,clear sky
344,Yangjiang,CN,21.85,111.9667,84.43,71,12,7.9,few clouds
345,Robinson,US,31.4677,-97.1147,68.58,52,0,3.44,clear sky
346,Mildura,AU,-34.2,142.15,75.07,65,66,11.92,light rain
347,Bonthe,SL,7.5264,-12.505,76.53,90,99,1.5,light rain
348,Poum,NC,-20.2333,164.0167,74.34,67,100,13.0,overcast clouds
349,Padang,ID,-0.9492,100.3543,86.05,76,96,6.06,light rain
350,Dali,CN,25.7,100.1833,73.15,59,95,5.61,overcast clouds
351,Sabha,LY,27.0377,14.4283,71.17,55,0,15.75,clear sky
352,Bayangol,RU,50.6977,103.4656,40.8,44,100,3.13,overcast clouds
353,Ugoofaaru,MV,5.6667,73.0,81.82,76,80,17.07,broken clouds
354,Mango,US,27.9797,-82.3065,70.86,91,0,0.0,clear sky
355,Cuamba,MZ,-14.8031,36.5372,85.86,26,0,6.04,clear sky
356,Lazaro Cardenas,MX,17.9583,-102.2,76.75,89,78,3.83,broken clouds
357,Alakurtti,RU,66.9672,30.3491,45.48,97,100,16.73,moderate rain
358,Ialibu,PG,-6.2821,143.9935,63.39,94,100,1.68,overcast clouds
359,Rafai,CF,4.95,23.9167,74.82,83,100,0.63,overcast clouds
360,Maceio,BR,-9.6658,-35.7353,72.84,94,20,2.3,few clouds
361,Mahajanga,MG,-15.7167,46.3167,86.02,37,0,16.11,clear sky
362,Domoni,KM,-12.2569,44.5319,80.47,66,6,4.41,clear sky
363,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,60.8,95,100,13.8,overcast clouds
364,Kuzino,RU,57.0224,59.4412,49.6,60,100,7.61,overcast clouds
365,Hamilton,US,39.1834,-84.5333,54.99,79,0,0.0,clear sky
366,Geelong,AU,-38.1471,144.3607,66.47,75,100,14.97,light rain
367,Troitskoye,RU,52.9821,84.6757,40.26,97,100,4.56,moderate rain
368,Kutum,SD,14.2,24.6667,81.45,21,100,16.02,overcast clouds
369,Biu,NG,10.6129,12.1946,70.81,79,96,4.97,light rain
370,Ararat,AM,39.8317,44.7049,71.94,19,6,6.24,clear sky
371,Watertown,US,42.3709,-71.1828,59.61,95,100,8.05,mist
372,Guanay,BO,-15.4975,-67.8797,69.4,99,35,1.68,scattered clouds
373,Iranshahr,IR,27.2025,60.6848,89.94,12,0,4.61,clear sky
374,Mao,ES,39.8885,4.2658,70.36,83,75,4.61,broken clouds
375,Nuuk,GL,64.1835,-51.7216,34.41,86,75,6.91,broken clouds
376,Queanbeyan,AU,-35.35,149.2333,60.48,88,100,5.75,overcast clouds
377,Ayan,RU,56.45,138.1667,38.19,49,46,13.96,scattered clouds
378,Batagay-Alyta,RU,67.8006,130.4114,17.94,84,49,4.05,scattered clouds
379,Sistranda,NO,63.7256,8.834,48.16,82,99,33.49,light rain
380,Arman,RU,59.7,150.1667,32.02,61,88,4.07,overcast clouds
381,Koson,UZ,39.0375,65.585,66.52,10,0,4.94,clear sky
382,Viedma,AR,-40.8135,-62.9967,56.89,65,91,21.72,overcast clouds
383,Innisfail,AU,-17.5333,146.0333,76.93,80,86,7.78,overcast clouds
384,Constantine,DZ,36.365,6.6147,56.61,94,0,2.3,clear sky
385,Tougue,GN,11.4667,-11.6,65.75,94,34,1.66,scattered clouds
386,Loikaw,MM,19.6742,97.2094,80.56,71,6,1.88,clear sky
387,Seabra,BR,-12.4186,-41.7703,61.07,91,35,2.95,scattered clouds
388,Bani,DO,18.2833,-70.3333,78.85,81,21,4.52,few clouds
389,Kaitangata,NZ,-46.2817,169.8464,41.65,76,88,14.14,overcast clouds
390,Dauphin,CA,51.1494,-100.0502,39.34,70,100,8.05,overcast clouds
391,Ananas,HT,19.2466,-71.9557,70.66,96,79,0.34,broken clouds
392,Guerrero Negro,MX,27.9769,-114.0611,68.52,85,0,8.52,clear sky
393,Champerico,GT,14.3,-91.9167,77.02,86,100,5.03,overcast clouds
394,Novo Aripuana,BR,-5.1206,-60.3797,76.33,70,100,2.42,overcast clouds
395,Izazi,TZ,-7.2,35.7333,82.92,32,14,1.41,few clouds
396,Gouyave,GD,12.1646,-61.7296,79.25,81,100,19.1,overcast clouds
397,Quatre Cocos,MU,-20.2078,57.7625,77.11,72,31,17.54,light rain
398,Urucara,BR,-2.5364,-57.76,76.01,67,11,2.82,few clouds
399,Gamboma,CG,-1.8764,15.8644,77.92,78,100,3.24,light rain
400,Matara,LK,5.9485,80.5353,83.21,70,100,15.7,overcast clouds
401,Cap Malheureux,MU,-19.9842,57.6142,77.47,61,4,11.01,clear sky
402,Buckeye,US,33.3703,-112.5838,85.12,35,100,10.36,overcast clouds
403,Clifton,US,40.8584,-74.1638,57.74,89,0,5.75,mist
404,Puerto Colombia,CO,10.9878,-74.9547,77.09,80,100,3.49,overcast clouds
405,Karratha,AU,-20.7377,116.8463,83.82,36,2,16.49,clear sky
406,Sikandra Rao,IN,27.7,78.4,78.35,76,98,12.28,overcast clouds
407,Krasnaya Gora,RU,52.9995,31.6023,52.43,77,14,9.17,few clouds
408,Lalganj,IN,25.8667,85.1833,87.75,63,80,10.27,light rain
409,Taoudenni,ML,22.6783,-3.9836,89.8,15,72,6.55,broken clouds
410,Yar-Sale,RU,66.8333,70.8333,39.65,68,100,16.51,overcast clouds
411,Eenhana,NA,-17.4667,16.3333,85.37,11,0,5.17,clear sky
412,Guadalupe Y Calvo,MX,26.1,-106.9667,48.65,88,88,4.25,overcast clouds
413,Half Moon Bay,US,37.4636,-122.4286,65.28,90,100,10.36,mist
414,Camamu,BR,-13.9447,-39.1039,73.18,90,99,1.39,overcast clouds
415,Qaqortoq,GL,60.7167,-46.0333,30.09,87,7,5.48,clear sky
416,Tayu,ID,-6.5397,111.0518,86.7,64,100,3.47,light rain
417,Miri,MY,4.4148,114.0089,86.14,74,40,8.05,scattered clouds
418,Warrington,GB,53.3925,-2.5802,54.99,87,0,16.11,clear sky
419,Mehamn,NO,71.0357,27.8492,44.55,87,75,12.66,light rain
420,Luhyny,UA,51.082,28.4006,53.33,70,82,10.65,broken clouds
421,Zihuatanejo,MX,17.6333,-101.55,79.0,84,100,2.62,overcast clouds
422,Baykit,RU,61.67,96.37,36.99,71,100,4.32,overcast clouds
423,Rovaniemi,FI,66.5,25.7167,49.41,100,75,17.27,light rain
424,Martinopolis,BR,-22.1458,-51.1708,70.92,78,37,10.04,scattered clouds
425,North Bend,US,43.4065,-124.2243,56.91,100,100,8.05,mist
426,Nevers,FR,46.9167,3.3333,55.98,88,100,3.44,overcast clouds
427,Ocos,GT,14.5094,-92.1933,77.18,85,100,4.25,overcast clouds
428,Kasulu,TZ,-4.5767,30.1025,79.38,33,59,11.79,broken clouds
429,Skjervoy,NO,70.0311,20.9714,44.6,84,100,12.97,overcast clouds
430,Dingle,PH,10.9995,122.6711,86.49,70,100,10.36,overcast clouds
431,Belaya Gora,RU,68.5333,146.4167,22.71,78,100,11.54,overcast clouds
432,Kropotkin,RU,45.4375,40.5756,60.51,56,98,3.78,overcast clouds
433,Benalla,AU,-36.55,145.9833,60.85,93,100,10.8,overcast clouds
434,Gold Coast,AU,-28.0,153.4333,68.23,88,100,5.75,overcast clouds
435,Lavrentiya,RU,65.5833,-171.0,41.68,85,100,36.22,overcast clouds
436,Bardiyah,LY,31.7561,25.0865,73.09,52,0,10.31,clear sky
437,Pacific Grove,US,36.6177,-121.9166,59.02,96,100,0.0,fog
438,Requena,ES,39.4883,-1.1004,60.51,92,18,4.23,few clouds
439,Naze,JP,28.3667,129.4833,81.52,68,70,12.41,broken clouds
440,Bereda,ES,43.2686,-7.5406,59.41,100,100,6.71,overcast clouds
441,Sobolevo,RU,54.4299,31.8996,51.39,84,11,8.7,few clouds
442,Valleyview,CA,55.0667,-117.2859,41.04,87,7,13.8,clear sky
443,Vanavara,RU,60.34,102.2797,37.76,70,89,1.41,overcast clouds
444,Worthington,US,40.0931,-83.018,52.12,84,0,0.0,clear sky
445,Tonantins,BR,-2.8731,-67.8022,77.23,79,96,1.63,overcast clouds
446,Acapulco,MX,16.8634,-99.8901,78.62,83,40,4.61,scattered clouds
447,Khani,GE,41.9563,42.9566,54.97,95,99,2.8,overcast clouds
448,Sawtell,AU,-30.3833,153.1,66.22,72,100,11.5,overcast clouds
449,Novobelokatay,RU,55.7062,58.9549,54.9,42,100,7.78,overcast clouds
450,Buchanan,LR,5.8808,-10.0467,75.2,89,97,1.66,overcast clouds
451,Anqing,CN,30.5092,117.0506,56.35,88,100,7.81,light rain
452,Alta Floresta,BR,-9.8756,-56.0861,70.99,82,55,2.19,broken clouds
453,Dubai,AE,25.2582,55.3047,91.69,55,0,4.61,clear sky
454,Sabzevar,IR,36.2126,57.6819,69.08,14,0,13.8,clear sky
455,Port Hedland,AU,-20.3167,118.5667,82.45,61,1,18.41,clear sky
456,Ierapetra,GR,35.01,25.7353,71.15,50,1,18.99,clear sky
457,Humaita,BR,-7.5061,-63.0208,76.75,70,35,1.32,scattered clouds
458,Cooma,AU,-36.2333,149.1333,52.05,92,100,6.29,overcast clouds
459,Vestmannaeyjar,IS,63.4427,-20.2734,42.24,74,68,7.96,broken clouds
460,Jieshi,CN,22.8134,115.8257,83.05,70,23,20.22,few clouds
461,Esmeraldas,BR,-19.7625,-44.3139,70.66,86,8,5.55,clear sky
462,Tigil,RU,57.8,158.6667,35.83,72,99,21.27,light rain
463,Bandarbeyla,SO,9.4942,50.8122,87.42,55,75,19.17,broken clouds
464,Kyren,RU,51.6828,102.1408,43.9,50,94,5.01,overcast clouds
465,Ikalamavony,MG,-21.15,46.5833,86.52,12,0,7.31,clear sky
466,Ejura,GH,7.3856,-1.3562,71.47,97,86,2.01,moderate rain
467,Tongliao,CN,43.6125,122.2653,51.01,21,85,8.37,overcast clouds
468,Tiznit,MA,29.5833,-9.5,69.21,53,100,0.85,overcast clouds
469,Maridi,SS,4.9158,29.4742,75.99,72,14,4.14,few clouds
470,Lincoln,US,40.8,-96.667,57.02,87,4,6.85,clear sky
471,Mabaruma,GY,8.2,-59.7833,72.32,100,100,2.46,overcast clouds
472,Lagoa,PT,39.05,-27.9833,69.55,85,100,12.28,overcast clouds
473,Jurm,AF,36.8648,70.8342,63.12,28,32,6.42,scattered clouds
474,Ketchikan,US,55.3422,-131.6461,55.87,100,100,0.0,overcast clouds
475,Osorno,CL,-40.5667,-73.15,48.51,93,100,13.8,light intensity drizzle
476,Yilan,TW,24.757,121.753,82.26,99,98,4.56,overcast clouds
477,Akyab,MM,20.15,92.9,86.58,65,6,6.49,clear sky
478,Corinto,GR,37.9407,22.9573,67.89,55,2,16.89,clear sky
479,Bumba,CD,2.1833,22.4667,75.49,82,98,2.59,overcast clouds
480,Rocha,UY,-34.4833,-54.3333,54.3,94,100,9.15,overcast clouds
481,Nouadhibou,MR,20.931,-17.0347,78.78,47,86,20.71,overcast clouds
482,Gali,GE,42.6265,41.7381,64.65,90,100,2.08,overcast clouds
483,Mingshui,CN,36.7167,117.5,60.73,50,100,4.14,light rain
484,Nevelsk,RU,46.6733,141.8633,44.46,46,54,14.27,broken clouds
485,Road Town,VG,18.4167,-64.6167,82.49,72,23,20.13,few clouds
486,Weligama,LK,5.9667,80.4167,82.11,74,100,15.14,overcast clouds
487,Dembi Dolo,ET,8.5333,34.8,64.74,84,22,1.9,light rain
488,Sembe,CG,1.6481,14.5806,74.07,88,99,3.15,overcast clouds
489,Jizan,SA,17.3333,42.6667,92.34,48,34,4.21,scattered clouds
490,Kuytun,RU,54.3419,101.5036,36.9,66,100,7.16,overcast clouds
491,Turukhansk,RU,65.8167,87.9833,32.45,90,100,3.15,overcast clouds
492,Honningsvag,NO,70.9821,25.9704,44.35,81,75,12.66,light rain
493,Muriwai Beach,NZ,-36.8167,174.45,50.56,56,90,15.55,overcast clouds
494,Barra Da Estiva,BR,-13.6261,-41.3269,61.81,77,11,4.23,few clouds
495,Ciudad Guayana,VE,8.3533,-62.6528,76.51,94,100,0.31,overcast clouds
496,Sand Springs,US,36.1398,-96.1089,68.95,69,0,0.0,clear sky
497,Cravo Norte,CO,6.3017,-70.2041,77.49,80,100,2.82,light rain
498,Dalby,AU,-27.1833,151.2667,68.99,66,100,3.0,overcast clouds
499,Zyryanka,RU,65.75,150.85,22.55,91,100,26.8,light snow
500,Grand-Santi,GF,4.25,-54.3833,70.18,98,11,2.42,few clouds
501,San Patricio,US,28.017,-97.5169,76.89,73,24,4.72,few clouds
502,Pereira Barreto,BR,-20.6383,-51.1092,72.25,81,12,5.77,few clouds
503,Xingtai,CN,37.0631,114.4942,58.75,49,100,8.57,overcast clouds
504,Cockburn Town,TC,21.4612,-71.1419,82.74,76,56,10.96,broken clouds
505,Ombessa,CM,4.603,11.2565,70.5,95,100,0.67,overcast clouds
506,Tupik,RU,54.4253,119.9327,39.34,32,24,6.62,few clouds
507,Berlevag,NO,70.8578,29.0864,44.55,81,100,3.44,overcast clouds
508,Amurzet,RU,47.6967,131.0981,49.95,27,55,10.33,broken clouds
509,Mitzic,GA,0.7821,11.549,69.3,98,100,2.39,overcast clouds
510,Saint-Pierre,RE,-21.3393,55.4781,77.92,57,0,6.91,clear sky
511,Adrar,MR,20.5022,-10.0711,81.88,14,3,11.48,clear sky
512,Lebork,PL,54.5392,17.7501,59.92,73,93,19.48,overcast clouds
513,Imeni Babushkina,RU,59.7573,43.1285,46.15,97,100,4.0,overcast clouds
514,San Luis,AR,-33.295,-66.3356,46.24,83,3,2.95,clear sky
515,Ternate,ID,0.8,127.4,84.94,72,54,6.26,light rain
516,Katrineholm,SE,58.9959,16.2072,54.55,77,71,13.31,broken clouds
517,Darhan,MN,49.4867,105.9228,46.2,30,100,5.14,overcast clouds
518,Sakakah,SA,29.9697,40.2064,89.17,12,2,12.12,clear sky
519,Bahir Dar,ET,11.5936,37.3908,69.04,66,93,4.76,light rain
520,Korla,CN,41.7597,86.1469,66.06,22,0,10.69,clear sky
521,Ancud,CL,-41.8697,-73.8203,45.14,81,100,7.0,overcast clouds
522,Baglan,AF,36.1307,68.7083,76.17,13,0,9.04,clear sky
523,General Pico,AR,-35.6566,-63.7568,47.53,93,0,7.74,clear sky
524,Mount Isa,AU,-20.7333,139.5,92.97,26,40,5.75,scattered clouds
525,Kargopol,RU,61.5071,38.9456,45.82,82,99,6.15,overcast clouds
526,Wangqing,CN,43.3218,129.7634,50.02,33,100,5.73,overcast clouds
527,Tessalit,ML,20.1986,1.0114,86.54,17,37,11.5,scattered clouds
528,Jadu,LY,31.953,12.0261,62.35,62,2,6.46,clear sky
529,Leningradskiy,RU,69.3833,178.4167,28.98,89,100,5.84,overcast clouds
530,Mnogovershinnyy,RU,53.9353,139.9242,30.45,76,98,13.09,overcast clouds
531,Aklavik,CA,68.2191,-135.0107,28.06,92,33,4.85,scattered clouds
532,Cedar Rapids,US,42.0083,-91.6441,50.34,93,0,6.91,mist
533,Husavik,IS,66.0449,-17.3389,35.64,93,100,17.25,overcast clouds
534,Sevierville,US,35.8681,-83.5618,55.13,82,0,0.0,clear sky
535,Isla Mujeres,MX,21.2311,-86.731,69.85,64,0,4.47,clear sky
536,Tadine,NC,-21.55,167.8833,71.76,65,100,13.53,overcast clouds
537,Berezovyy,RU,51.6667,135.7,41.99,36,93,11.74,overcast clouds
538,La Ronge,CA,55.1001,-105.2842,34.05,75,20,6.91,few clouds
539,Bodinayakkanur,IN,10.0167,77.35,83.95,60,100,6.58,overcast clouds
540,Ahvaz,IR,31.3203,48.6693,87.75,29,4,2.3,clear sky
541,Wewak,PG,-3.5534,143.6268,83.37,76,98,6.96,overcast clouds
542,Braco Do Norte,BR,-28.275,-49.1656,61.18,96,100,2.39,moderate rain
543,Nsanje,MW,-16.92,35.262,92.91,29,0,2.39,clear sky
544,Puro,PH,12.4841,123.3827,85.3,72,100,9.53,overcast clouds
545,Chicama,PE,-7.8447,-79.1469,57.74,88,38,4.72,scattered clouds
546,Kirakira,SB,-10.4544,161.9205,79.83,82,100,6.22,overcast clouds
547,Chateaubelair,VC,13.2833,-61.25,77.99,83,100,13.24,overcast clouds
548,Pierre,US,44.3683,-100.351,61.72,70,0,14.97,clear sky
549,Clyde River,CA,70.4692,-68.5914,25.03,80,100,17.27,light snow
550,Sokolo,ML,14.7328,-6.1219,81.37,56,75,5.48,broken clouds
551,Honiara,SB,-9.4333,159.95,81.3,76,76,2.15,broken clouds
552,Damara,CF,4.9608,18.7035,74.23,87,100,8.14,overcast clouds
553,Uchaly,RU,54.2996,59.4521,52.07,31,100,13.13,overcast clouds
554,Luderitz,NA,-26.6481,15.1594,61.61,51,2,16.73,clear sky
555,Charlottetown,CA,46.2352,-63.1267,55.78,92,75,5.75,broken clouds
556,Urengoy,RU,65.9667,78.3667,38.01,60,97,6.26,overcast clouds
557,Ranong,TH,9.9658,98.6348,84.13,82,100,2.59,moderate rain
558,Terra Santa,BR,-2.1042,-56.4869,76.78,60,9,3.74,clear sky
559,Rafraf,TN,37.1904,10.1837,66.52,75,9,12.64,clear sky
560,Genhe,CN,50.7833,121.5167,39.42,29,69,8.5,broken clouds
561,Storforshei,NO,66.4043,14.5233,44.65,93,75,2.3,light intensity shower rain
562,Atlantis,ZA,-33.5667,18.4834,58.35,84,100,6.73,overcast clouds
563,Camacha,PT,33.0833,-16.3333,67.42,73,40,12.66,scattered clouds
564,Sur,OM,22.5667,59.5289,91.27,38,16,5.64,few clouds
565,Belyy Yar,RU,53.6039,91.3903,43.86,75,40,8.95,light rain
566,Wajima,JP,37.4,136.9,65.08,63,75,6.91,broken clouds
567,Liverpool,GB,53.4106,-2.9779,56.98,84,0,16.11,clear sky
568,Ahipara,NZ,-35.1667,173.1667,52.21,59,5,16.62,clear sky
569,Marand,IR,38.4329,45.7749,78.58,16,0,3.42,clear sky
570,La Roda,ES,39.2167,-2.15,57.9,89,2,7.25,clear sky
571,Dwarka,IN,22.2394,68.9678,84.78,63,5,11.14,clear sky
572,Gambiran,ID,-6.7988,111.4951,85.12,65,100,7.11,overcast clouds
573,Shillong,IN,25.5689,91.8831,70.57,82,87,3.94,overcast clouds
574,Hanumangarh,IN,29.5833,74.3167,95.47,25,0,7.76,clear sky
575,Labuhan,ID,-6.8844,112.2051,86.0,64,100,5.41,light rain
576,Fortuna,US,40.5982,-124.1573,57.34,86,67,3.67,broken clouds
577,Fomboni,KM,-12.28,43.7425,75.99,74,6,2.3,clear sky
578,Crestview,US,30.7621,-86.5705,69.08,86,0,0.0,clear sky
579,Dicabisagan,PH,17.0818,122.4157,84.9,70,20,7.83,few clouds
580,Aleksandrovka,UA,46.8383,32.7612,59.27,51,100,3.0,overcast clouds
581,Bachaquero,VE,9.9694,-71.1494,78.35,83,100,2.19,overcast clouds
582,Pozo Colorado,PY,-23.4923,-58.7972,70.21,96,46,6.53,scattered clouds
583,Canutama,BR,-6.5339,-64.3831,76.28,72,89,2.51,overcast clouds
584,Takab,IR,36.4009,47.1133,73.65,14,0,4.56,clear sky
585,Leshukonskoye,RU,64.8989,45.7622,45.3,94,100,5.35,overcast clouds
586,Sola,VU,-13.8833,167.55,81.27,78,100,0.0,overcast clouds
587,Kushiro,JP,42.975,144.3747,54.55,43,75,3.44,broken clouds
588,Westport,US,41.1415,-73.3579,61.77,93,20,0.0,few clouds
589,Chimala,TZ,-8.85,34.0167,79.48,24,12,6.69,few clouds
590,Uusikaupunki,FI,60.8004,21.4084,55.24,93,100,24.27,light rain
591,Dapaong,TG,10.8639,0.205,76.35,80,35,3.04,scattered clouds
592,Chapais,CA,49.7834,-74.8492,55.18,98,97,6.15,overcast clouds
593,Raichur,IN,16.2,77.3667,75.18,83,100,7.25,light rain
594,Kruisfontein,ZA,-34.0033,24.7314,60.84,64,100,9.13,overcast clouds
595,Cassia,BR,-20.5831,-46.9219,68.95,66,20,1.12,few clouds
596,Svetlyy,RU,54.675,20.1347,57.96,83,100,18.3,overcast clouds
597,Katsuura,JP,35.1333,140.3,58.69,91,100,21.59,light rain
598,Warri,NG,5.5167,5.75,76.73,89,100,5.95,light rain
599,Aguilas,ES,37.4063,-1.5829,70.83,75,93,9.15,overcast clouds
600,Seagoville,US,32.6396,-96.5383,73.76,61,0,0.0,clear sky
601,Tura,IN,25.5198,90.2201,84.33,66,68,5.21,broken clouds
602,Muzhi,RU,65.3667,64.6667,42.82,96,100,8.19,overcast clouds
603,Haines Junction,CA,60.7522,-137.5108,49.95,46,11,6.91,few clouds
604,Kysyl-Syr,RU,63.8986,122.7617,28.08,66,100,11.27,overcast clouds
605,Jiblah,YE,13.9216,44.1467,72.41,28,56,6.82,broken clouds
606,Alofi,NU,-19.0595,-169.9187,76.89,83,58,6.91,broken clouds
607,Abbeville,FR,50.1,1.8333,57.16,79,0,5.79,clear sky
608,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.38,83,100,9.69,overcast clouds
609,Sambava,MG,-14.2667,50.1667,75.99,71,47,14.41,scattered clouds
610,San Isidro,PE,-12.1167,-77.05,60.01,85,100,9.22,overcast clouds
611,Hokitika,NZ,-42.7167,170.9667,43.93,52,0,4.63,clear sky
612,Krasnoselkup,RU,65.7,82.4667,36.66,71,100,4.41,overcast clouds
613,Phan Thiet,VN,10.9333,108.1,85.21,70,98,9.71,light rain
614,Ixtlan Del Rio,MX,21.0333,-104.3667,67.41,87,98,1.14,overcast clouds
615,Nemuro,JP,43.3236,145.575,53.06,51,100,9.78,overcast clouds
616,Pedernales,DO,18.0384,-71.744,81.01,73,85,2.55,overcast clouds
617,Xichang,CN,27.8964,102.2634,72.28,77,77,2.21,broken clouds
618,Hobyo,SO,5.3505,48.5268,82.38,68,15,17.38,few clouds
619,Afyonkarahisar,TR,38.75,30.6667,51.06,71,75,2.3,broken clouds
620,Damietta,EG,31.4165,31.8133,78.69,57,0,5.88,clear sky
621,Ruteng,ID,-8.6136,120.4721,70.02,85,97,1.21,overcast clouds
622,Irgakly,RU,44.3611,44.7556,55.78,87,100,8.52,light rain
623,Uchiza,PE,-8.4592,-76.4633,68.81,95,100,2.06,overcast clouds
624,Mantena,BR,-18.7817,-40.9803,68.95,95,66,3.53,broken clouds
625,Ust-Omchug,RU,61.15,149.6333,11.59,82,51,1.32,broken clouds
626,Aykhal,RU,66.0,111.5,20.43,88,100,9.78,overcast clouds
627,Tera,NE,14.0078,0.7531,84.87,53,93,5.06,overcast clouds
628,Calatayud,ES,41.3535,-1.6432,58.87,85,0,2.53,clear sky
629,Surt,LY,31.2089,16.5887,75.24,66,19,11.12,light rain
630,Asau,RO,46.4333,26.4,45.52,56,100,5.08,overcast clouds
631,Brae,GB,60.3964,-1.353,50.34,83,52,32.44,light rain
632,Lufilufi,WS,-13.8745,-171.5986,80.38,78,33,20.78,scattered clouds
633,Gasa,PS,31.5,34.4667,80.89,62,3,5.66,clear sky
634,Mandan,US,46.8267,-100.8896,46.38,82,100,19.57,overcast clouds
635,Opuwo,NA,-18.0607,13.84,77.31,21,0,4.88,clear sky
636,Kargil,IN,34.5667,76.1,52.36,17,1,4.25,clear sky
637,Conceicao Do Araguaia,BR,-8.2578,-49.2647,78.46,40,92,4.05,overcast clouds
638,Banda Aceh,ID,5.5577,95.3222,83.37,72,99,14.03,overcast clouds
639,Zavodoukovsk,RU,56.5042,66.5515,53.2,41,100,8.81,overcast clouds
640,Moose Factory,CA,51.2585,-80.6094,42.8,93,100,9.22,overcast clouds
641,Tucuman,AR,-26.8241,-65.2226,60.8,67,100,10.36,overcast clouds
642,Deder,ET,9.3167,41.45,67.75,41,35,4.94,scattered clouds
